Time;Time2;Force;CoM vertical velocity;VL;SOL;VL_Smoothed Y1;SOL_Smoothed Y2;CoM vertical position;CoM vertical position2;_1;_2
s;%;N;ms-1;V;V;;;cm;mm;;
;"Normalize to [0-100] of ""Time""";;"Divided by 71.82825 on ""CoM velocity""";;;"50 pts SG smooth of ""VL""";"50 pts SG smooth of ""SOL""";Integrate of CoM velocity x=(0100) Area = 9.93124;"Multiply 10 on ""Integrated Y1""";;
2.931;84.4571428571429;763.464885;1.54665034562359;0.0753784;0.214539;2,95521E+14;0.333413728762509;-25.0530368089808;-250.530368089808;;
2.932;84.5714285714286;765.654885;1.55729462421797;0.0297546;0.370331;2,98658E+14;0.33009736055213;-24.8756685249899;-248.756685249899;;
2.933;84.6857142857143;767.204885;1.56796493713793;0.295715;0.484161;3,03601E+14;0.319001532837799;-24.697082264341;-246.97082264341;;
2.934;84.8;769.844885;1.57866441685581;0.301208;0.492859;2,969E+14;0.311030871092346;-24.5172748726841;-245.172748726841;;
2.935;84.9142857142857;771.694885;1.58939515168647;0.096283;0.351715;2,90065E+14;0.319954600553036;-24.3362428973389;-243.362428973389;;
2.936;85.0285714285714;774.024885;1.60015498370455;0.0787354;4.57764E-4;2,84708E+13;0.318336849829804;-24.1539828896023;-241.539828896023;;
2.937;85.1428571428571;775.404885;1.61094064121671;0.390167;0.288849;2,83983E+14;0.322622040766857;-23.9704917110354;-239.704917110354;;
2.938;85.2571428571429;776.714885;1.62174502395237;0.493469;0.217743;2,88804E+14;0.330623725041473;-23.7857668158828;-237.857668158828;;
2.939;85.3714285714286;778.894885;1.63257370075119;0.138245;0.126343;2,9305E+14;0.331414273194319;-23.5998057458997;-235.998057458997;;
2.94;85.4857142857143;780.294885;1.64342729810765;0.423431;0.341492;2,89015E+14;0.311870735192552;-23.4126056888221;-234.126056888221;;
2.941;85.6;781.594885;1.65429969029809;0.601501;0.0331116;2,85492E+14;0.292962293169404;-23.2241641466275;-232.241641466275;;
2.942;85.7142857142857;782.684885;1.66518871939712;0.347443;0.487213;2,73335E+14;0.277937906489751;-23.0344790946449;-230.344790946449;;
2.943;85.8285714285714;784.164885;1.67609563839368;0.0552368;0.740204;2,62221E+14;0.290391856292464;-22.843548559914;-228.43548559914;;
2.944;85.9428571428571;785.684885;1.68702344053909;0.110321;0.771942;2,72215E+14;0.29375113566912;-22.6513703268321;-226.513703268321;;
2.945;86.0571428571428;787.364885;1.69797351804329;0.54718;0.432434;2,84824E+14;0.278439199035448;-22.4579419291989;-224.579419291989;;
2.946;86.1714285714286;789.054885;1.70894705428472;0.422821;0.0387573;2,78468E+13;0.28419124293044;-22.2632607536372;-222.632607536372;;
2.947;86.2857142857143;790.804885;1.71994453653683;0.0700378;0.261688;2,6316E+14;0.296708157498833;-22.0673240913046;-220.673240913046;;
2.948;86.4;791.854885;1.73096150972788;0.426941;0.241852;2,66951E+14;0.300014492673809;-21.8701294600895;-218.701294600895;;
2.949;86.5142857142857;793.194885;1.74199511982753;0.589142;0.559845;2,78975E+14;0.322723071033455;-21.6716747955435;-216.716747955435;;
2.95;86.6285714285714;793.894885;1.7530429304684;0.582886;0.47821;2,8093E+14;0.354813778523092;-21.4719583355265;-214.719583355265;;
2.951;86.7428571428571;795.164885;1.76410445437702;0.337677;0.352936;2,8877E+14;0.380002809416657;-21.2709784849639;-212.709784849639;;
2.952;86.8571428571428;796.654885;1.77518519078259;0.176392;0.219879;2,92989E+14;0.387274655394596;-21.0687333623834;-210.687333623834;;
2.953;86.9714285714285;797.724885;1.7862837474752;0.0198364;0.0196838;2,96194E+14;0.397455161930191;-20.8652208516258;-208.652208516258;;
2.954;87.0857142857143;799.094885;1.79739928912888;0.122986;0.158234;3,03156E+14;0.405625963744501;-20.6604389638198;-206.604389638198;;
